experiment,dataset,top_1_acc_diff,top_1_acc_improvement,top_3_acc_diff,top_3_acc_improvement,top_5_acc_diff,top_5_acc_improvement,top_10_acc_diff,top_10_acc_improvement,top_15_acc_diff,top_15_acc_improvement
gpt-4-1106-preview_0.0_rag_few_shot_3,gpt-4-0125-preview_0.5_rag_few_shot_5,0.083,0.062,0.094,0.042,0.086,0.040,0.072,0.029,0.054,0.026
gpt-4-1106-preview_0.0_rag_few_shot_3,gpt-4-0125-preview_1.0_zero_shot,0.044,0.102,0.053,0.083,0.050,0.077,0.042,0.059,0.031,0.049
gpt-4-1106-preview_0.0_rag_few_shot_3,gpt-4-0125-preview_1.0_few_shot_3,0.104,0.042,0.060,0.075,0.055,0.071,0.042,0.059,0.029,0.050
gpt-4-1106-preview_0.0_rag_few_shot_3,gpt-4-0125-preview_1.0_few_shot_1,0.062,0.083,0.058,0.078,0.053,0.074,0.042,0.060,0.028,0.051
gpt-4-1106-preview_0.0_rag_few_shot_3,gpt-4-0125-preview_1.0_few_shot_5,0.031,0.114,0.036,0.099,0.034,0.092,0.027,0.074,0.019,0.060
gpt-4-1106-preview_0.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag,0.157,-0.011,0.098,0.037,0.088,0.039,0.058,0.044,0.041,0.039
gpt-4-1106-preview_0.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_3,0.074,0.071,0.080,0.056,0.080,0.047,0.068,0.033,0.053,0.027
gpt-4-1106-preview_0.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_1,0.083,0.062,0.071,0.064,0.076,0.051,0.062,0.039,0.048,0.032
gpt-4-1106-preview_0.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_5,0.087,0.058,0.070,0.065,0.065,0.062,0.051,0.050,0.037,0.042
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-3.5-turbo-0125_0.5_zero_shot,0.075,0.118,0.107,0.072,0.100,0.072,0.088,0.047,0.065,0.047
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-3.5-turbo-0125_0.5_few_shot_1,0.131,0.062,0.126,0.053,0.101,0.070,0.077,0.058,0.074,0.038
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-3.5-turbo-0125_1.0_zero_shot,0.107,0.086,0.086,0.093,0.109,0.063,0.107,0.028,0.094,0.018
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-3.5-turbo-0125_1.0_few_shot_3,0.115,0.078,0.080,0.099,0.094,0.078,0.067,0.067,0.048,0.064
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-3.5-turbo-0125_1.0_few_shot_1,0.098,0.095,0.090,0.089,0.097,0.075,0.060,0.075,0.042,0.070
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-3.5-turbo-0125_1.0_few_shot_5,0.130,0.063,0.119,0.060,0.095,0.077,0.065,0.070,0.037,0.075
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.161,0.032,0.120,0.059,0.125,0.047,0.081,0.053,0.063,0.049
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.0_few_shot_5,0.143,0.050,0.115,0.064,0.111,0.061,0.115,0.020,0.087,0.025
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.0_rag,0.097,0.096,0.065,0.114,0.066,0.105,0.069,0.066,0.085,0.026
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.0_rag_few_shot_1,0.204,-0.011,0.127,0.052,0.110,0.062,0.073,0.062,0.062,0.050
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_zero_shot,0.085,0.108,0.081,0.098,0.066,0.106,0.059,0.076,0.043,0.069
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_few_shot_3,0.149,0.044,0.106,0.073,0.114,0.058,0.107,0.028,0.077,0.035
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_few_shot_1,0.116,0.077,0.094,0.085,0.102,0.069,0.094,0.040,0.078,0.034
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_few_shot_5,0.112,0.082,0.082,0.097,0.080,0.092,0.074,0.060,0.066,0.046
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_rag,0.163,0.030,0.111,0.068,0.097,0.075,0.075,0.059,0.065,0.046
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_rag_few_shot_3,0.153,0.040,0.116,0.063,0.109,0.063,0.086,0.048,0.058,0.054
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_rag_few_shot_1,0.151,0.042,0.112,0.067,0.110,0.062,0.078,0.057,0.057,0.055
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_rag_few_shot_5,0.160,0.033,0.120,0.059,0.117,0.055,0.078,0.056,0.057,0.055
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_zero_shot,0.086,0.107,0.058,0.121,0.058,0.114,0.046,0.089,0.047,0.064
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_few_shot_3,0.126,0.067,0.085,0.094,0.076,0.096,0.050,0.085,0.054,0.057
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_few_shot_1,0.134,0.059,0.112,0.067,0.122,0.049,0.080,0.055,0.063,0.049
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_few_shot_5,0.082,0.111,0.105,0.074,0.090,0.082,0.071,0.063,0.052,0.060
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag,0.131,0.062,0.100,0.079,0.096,0.076,0.062,0.073,0.047,0.065
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_3,0.123,0.070,0.101,0.078,0.086,0.086,0.064,0.071,0.053,0.059
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_1,0.162,0.031,0.118,0.061,0.100,0.071,0.073,0.062,0.051,0.061
gpt-4-1106-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_5,0.117,0.076,0.096,0.083,0.099,0.073,0.066,0.068,0.047,0.064
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-3.5-turbo-0125_0.5_zero_shot,0.123,0.056,0.132,0.046,0.124,0.049,0.087,0.044,0.059,0.042
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-3.5-turbo-0125_0.5_few_shot_1,0.098,0.081,0.116,0.061,0.100,0.073,0.068,0.062,0.053,0.049
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_zero_shot,0.169,0.010,0.165,0.013,0.160,0.013,0.123,0.007,0.092,0.009
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_3,0.100,0.079,0.116,0.062,0.103,0.070,0.075,0.056,0.045,0.056
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_1,0.091,0.088,0.099,0.079,0.082,0.091,0.053,0.077,0.034,0.068
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_5,0.110,0.068,0.092,0.086,0.084,0.089,0.060,0.070,0.036,0.066
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.135,0.044,0.140,0.038,0.136,0.037,0.087,0.044,0.050,0.051
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.0_few_shot_5,0.034,0.145,0.061,0.117,0.063,0.110,0.039,0.092,0.027,0.074
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.0_rag,0.102,0.077,0.092,0.086,0.094,0.079,0.084,0.046,0.082,0.020
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.0_rag_few_shot_1,0.193,-0.014,0.133,0.045,0.132,0.041,0.092,0.038,0.067,0.035
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_zero_shot,0.029,0.150,0.059,0.118,0.050,0.124,0.037,0.093,0.031,0.070
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_3,0.073,0.106,0.072,0.105,0.075,0.099,0.038,0.093,0.029,0.072
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_1,0.012,0.167,0.042,0.136,0.042,0.131,0.034,0.096,0.027,0.075
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_5,0.119,0.060,0.081,0.096,0.074,0.099,0.046,0.085,0.024,0.077
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_rag,0.130,0.049,0.118,0.060,0.107,0.066,0.066,0.064,0.046,0.056
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_3,0.121,0.058,0.110,0.067,0.106,0.068,0.072,0.058,0.055,0.046
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_1,0.203,-0.024,0.165,0.013,0.125,0.049,0.099,0.032,0.073,0.028
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_5,0.183,-0.005,0.171,0.007,0.146,0.027,0.089,0.041,0.066,0.035
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_zero_shot,0.027,0.151,0.024,0.154,0.038,0.135,0.041,0.089,0.028,0.074
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_3,0.084,0.094,0.051,0.127,0.055,0.118,0.034,0.096,0.034,0.067
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_1,0.084,0.095,0.076,0.102,0.075,0.098,0.045,0.085,0.030,0.072
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_5,0.052,0.126,0.051,0.127,0.058,0.115,0.040,0.090,0.033,0.068
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_rag,0.074,0.105,0.097,0.081,0.102,0.072,0.052,0.078,0.040,0.062
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_3,0.114,0.064,0.097,0.081,0.113,0.061,0.085,0.046,0.050,0.051
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_1,0.090,0.089,0.097,0.080,0.093,0.080,0.063,0.068,0.049,0.053
gpt-4-1106-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_5,0.034,0.144,0.070,0.107,0.070,0.103,0.045,0.086,0.035,0.067
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-3.5-turbo-0125_0.5_zero_shot,0.134,0.019,0.099,0.029,0.071,0.037,0.066,0.019,0.041,0.029
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-3.5-turbo-0125_0.5_few_shot_1,0.115,0.037,0.094,0.034,0.066,0.041,0.049,0.036,0.033,0.037
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_zero_shot,0.126,0.027,0.113,0.015,0.100,0.007,0.107,-0.021,0.073,-0.003
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_3,0.127,0.025,0.091,0.037,0.068,0.039,0.045,0.040,0.032,0.039
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_1,0.113,0.040,0.080,0.048,0.056,0.051,0.034,0.051,0.022,0.048
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_5,0.090,0.063,0.070,0.058,0.054,0.054,0.031,0.054,0.018,0.052
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.086,0.066,0.086,0.042,0.072,0.036,0.047,0.038,0.028,0.043
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.0_few_shot_5,0.109,0.043,0.075,0.053,0.044,0.063,0.028,0.057,0.013,0.057
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.0_rag,0.059,0.093,0.067,0.061,0.066,0.041,0.091,-0.006,0.073,-0.003
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.0_rag_few_shot_1,0.096,0.056,0.074,0.054,0.054,0.053,0.036,0.049,0.020,0.050
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_zero_shot,0.067,0.086,0.065,0.063,0.048,0.059,0.044,0.041,0.028,0.042
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_3,0.104,0.048,0.071,0.057,0.045,0.062,0.032,0.053,0.017,0.054
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_1,0.089,0.064,0.062,0.066,0.039,0.068,0.026,0.059,0.015,0.056
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_5,0.109,0.043,0.065,0.063,0.041,0.066,0.025,0.060,0.014,0.056
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag,0.091,0.062,0.069,0.059,0.049,0.058,0.057,0.028,0.046,0.025
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_3,0.095,0.057,0.074,0.054,0.054,0.053,0.036,0.049,0.021,0.049
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_1,0.100,0.052,0.070,0.057,0.056,0.051,0.048,0.037,0.029,0.042
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_5,0.110,0.042,0.080,0.048,0.061,0.046,0.039,0.046,0.021,0.050
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_zero_shot,0.048,0.104,0.058,0.070,0.037,0.070,0.034,0.052,0.023,0.047
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_3,0.084,0.068,0.061,0.067,0.044,0.064,0.026,0.059,0.015,0.055
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_1,0.086,0.066,0.070,0.058,0.049,0.059,0.025,0.060,0.015,0.056
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_5,0.089,0.063,0.058,0.070,0.044,0.063,0.031,0.054,0.019,0.051
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag,0.113,0.040,0.069,0.059,0.051,0.056,0.033,0.052,0.026,0.044
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_3,0.089,0.063,0.067,0.061,0.052,0.055,0.046,0.039,0.032,0.038
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_1,0.077,0.075,0.068,0.060,0.051,0.056,0.030,0.056,0.016,0.055
gpt-4-1106-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_5,0.088,0.065,0.066,0.062,0.048,0.059,0.029,0.057,0.017,0.053
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-3.5-turbo-0125_0.5_zero_shot,0.176,0.027,0.109,0.086,0.110,0.081,0.102,0.074,0.098,0.049
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-3.5-turbo-0125_0.5_few_shot_1,0.098,0.105,0.095,0.100,0.101,0.090,0.088,0.088,0.074,0.073
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_zero_shot,0.114,0.089,0.145,0.050,0.160,0.031,0.167,0.009,0.141,0.006
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_3,0.091,0.112,0.094,0.101,0.078,0.112,0.080,0.096,0.065,0.082
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_1,0.109,0.094,0.090,0.105,0.082,0.109,0.061,0.115,0.042,0.105
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_5,0.106,0.097,0.086,0.109,0.077,0.113,0.063,0.113,0.043,0.103
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.091,0.112,0.058,0.138,0.064,0.127,0.073,0.103,0.059,0.087
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.0_few_shot_5,0.169,0.034,0.085,0.110,0.076,0.115,0.082,0.094,0.066,0.080
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.0_rag,0.128,0.075,0.080,0.115,0.080,0.111,0.085,0.091,0.089,0.058
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.0_rag_few_shot_1,0.221,-0.018,0.094,0.102,0.098,0.092,0.097,0.079,0.059,0.088
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_zero_shot,0.246,-0.043,0.148,0.048,0.112,0.079,0.102,0.074,0.075,0.072
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_3,0.168,0.035,0.083,0.112,0.073,0.118,0.061,0.115,0.060,0.087
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_1,0.159,0.044,0.071,0.124,0.064,0.127,0.071,0.105,0.076,0.071
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_5,0.221,-0.018,0.103,0.093,0.086,0.104,0.083,0.093,0.067,0.079
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag,0.281,-0.078,0.112,0.083,0.083,0.108,0.093,0.082,0.082,0.064
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_3,0.084,0.119,0.079,0.117,0.068,0.123,0.083,0.092,0.064,0.082
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_1,0.216,-0.013,0.105,0.090,0.082,0.109,0.091,0.085,0.078,0.068
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_5,0.285,-0.082,0.105,0.091,0.096,0.095,0.090,0.086,0.067,0.080
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_zero_shot,0.127,0.076,0.109,0.086,0.108,0.083,0.093,0.083,0.074,0.073
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_3,0.180,0.023,0.084,0.112,0.083,0.108,0.080,0.096,0.057,0.089
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_1,0.119,0.084,0.083,0.112,0.077,0.113,0.085,0.091,0.071,0.076
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_5,0.057,0.146,0.062,0.134,0.073,0.118,0.073,0.103,0.068,0.078
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag,0.320,-0.117,0.140,0.055,0.109,0.082,0.087,0.089,0.070,0.077
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_3,0.063,0.140,0.069,0.126,0.063,0.128,0.069,0.107,0.057,0.089
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_1,0.186,0.017,0.131,0.065,0.094,0.097,0.091,0.085,0.066,0.081
gpt-4-1106-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_5,0.093,0.110,0.101,0.094,0.097,0.094,0.072,0.104,0.061,0.086
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_0.5_zero_shot,0.119,0.024,0.128,0.013,0.116,0.018,0.080,0.027,0.052,0.029
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_0.5_few_shot_1,0.116,0.027,0.124,0.017,0.109,0.026,0.076,0.031,0.049,0.031
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_zero_shot,0.115,0.029,0.117,0.024,0.109,0.025,0.087,0.021,0.058,0.022
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_3,0.133,0.010,0.131,0.010,0.112,0.023,0.077,0.031,0.053,0.027
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_1,0.132,0.011,0.131,0.010,0.115,0.020,0.071,0.036,0.045,0.035
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_5,0.116,0.028,0.117,0.024,0.110,0.025,0.080,0.027,0.054,0.027
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.114,0.030,0.111,0.030,0.101,0.034,0.074,0.033,0.053,0.028
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.0_few_shot_5,0.159,-0.016,0.133,0.008,0.114,0.021,0.082,0.026,0.057,0.024
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.0_rag,0.022,0.122,0.045,0.096,0.047,0.088,0.046,0.061,0.039,0.042
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.0_rag_few_shot_1,0.114,0.029,0.108,0.034,0.108,0.026,0.070,0.037,0.050,0.030
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_zero_shot,0.081,0.063,0.099,0.042,0.089,0.046,0.078,0.029,0.060,0.020
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_3,0.148,-0.004,0.122,0.019,0.107,0.028,0.076,0.031,0.056,0.024
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_1,0.140,0.004,0.117,0.024,0.100,0.034,0.074,0.033,0.055,0.025
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_5,0.160,-0.016,0.142,-0.001,0.114,0.021,0.081,0.027,0.057,0.023
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_rag,0.144,-0.000,0.120,0.021,0.100,0.035,0.082,0.026,0.059,0.021
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_3,0.121,0.023,0.126,0.016,0.112,0.022,0.079,0.028,0.059,0.022
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_1,0.118,0.026,0.096,0.046,0.104,0.030,0.073,0.034,0.052,0.028
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_5,0.121,0.023,0.119,0.022,0.109,0.026,0.077,0.030,0.054,0.027
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_zero_shot,0.089,0.055,0.091,0.050,0.083,0.051,0.059,0.049,0.044,0.037
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_few_shot_3,0.131,0.012,0.122,0.019,0.105,0.029,0.076,0.031,0.059,0.022
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_few_shot_1,0.113,0.031,0.119,0.023,0.110,0.024,0.084,0.023,0.055,0.026
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_few_shot_5,0.084,0.060,0.091,0.051,0.090,0.045,0.071,0.037,0.048,0.033
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_rag,0.159,-0.015,0.113,0.028,0.110,0.025,0.082,0.025,0.062,0.019
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_rag_few_shot_3,0.139,0.005,0.113,0.029,0.098,0.037,0.077,0.030,0.056,0.024
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_rag_few_shot_1,0.096,0.048,0.119,0.022,0.110,0.025,0.076,0.031,0.057,0.024
gpt-4-1106-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_rag_few_shot_5,0.136,0.008,0.126,0.015,0.109,0.026,0.078,0.030,0.052,0.028
gpt-4-1106-preview_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_0.5_zero_shot,0.032,-0.001,0.043,-0.017,0.027,-0.003,0.016,0.007,0.015,0.008
gpt-4-1106-preview_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_0.5_few_shot_1,0.011,0.020,0.021,0.006,0.013,0.012,0.009,0.015,0.007,0.016
gpt-4-1106-preview_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_zero_shot,0.013,0.018,0.007,0.019,0.010,0.015,0.007,0.016,0.015,0.007
gpt-4-1106-preview_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_3,0.056,-0.025,0.025,0.001,0.020,0.005,0.013,0.011,0.009,0.013
gpt-4-1106-preview_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_1,0.018,0.013,0.016,0.011,0.011,0.014,0.008,0.015,0.006,0.016
gpt-4-1106-preview_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_5,0.016,0.015,0.011,0.016,0.008,0.017,0.006,0.018,0.005,0.017
gpt-4-1106-preview_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.015,0.016,0.011,0.016,0.009,0.016,0.009,0.015,0.009,0.014
gpt-4-1106-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.0_few_shot_5,0.016,0.015,0.020,0.006,0.013,0.012,0.009,0.015,0.007,0.015
gpt-4-1106-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.0_rag,0.246,-0.214,0.088,-0.062,0.058,-0.033,0.046,-0.023,0.032,-0.010
gpt-4-1106-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.0_rag_few_shot_1,0.017,0.014,0.010,0.016,0.008,0.017,0.009,0.015,0.016,0.007
gpt-4-1106-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_zero_shot,0.038,-0.006,0.030,-0.003,0.023,0.001,0.013,0.011,0.009,0.013
gpt-4-1106-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_3,0.077,-0.046,0.042,-0.015,0.026,-0.001,0.017,0.007,0.011,0.011
gpt-4-1106-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_1,0.033,-0.002,0.027,-0.000,0.017,0.008,0.011,0.013,0.007,0.015
gpt-4-1106-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_5,0.115,-0.084,0.056,-0.030,0.034,-0.009,0.019,0.004,0.014,0.008
